StoreNumber,City,State,District,Latitude,Longitude
8660,Birmingham,AL,9239,33.531251,-86.718199
8661,Pasadena,TX,9331,29.690469,-95.20662
8662,Alpharetta,GA,10632,34.152222,-84.251475
8663,Garden City,SC,10235,33.589259,-79.008569
8664,Tullahoma,TN,9138,35.390641,-86.237593
8665,Aiken,SC,10634,33.563121,-81.766341
8666,Pensacola,FL,9231,30.436337,-87.277506
8669,Tomball,TX,9336,30.089742,-95.642042
8670,Tallahassee,FL,9234,30.458964,-84.35646
8671,Round Rock,TX,10734,30.51332,-97.702061
8673,Sebring,FL,9539,27.51196,-81.494736
8674,Memphis,TN,10143,35.049199,-89.806703
8675,Mt. Sterling,KY,9141,38.067608,-83.954425
8676,South Point,OH,9937,38.411763,-82.531699
8677,Houston,TX,9334,29.916233,-95.486897
8678,West Memphis,AR,10143,35.167865,-90.198055
8679,San Antonio,TX,10740,29.352303,-98.452577
8680,Winter Haven,FL,9537,28.012479,-81.731412
8681,Lake City,SC,10243,33.889794,-79.75525
8682,Marion,NC,10642,35.650539,-82.031931
8683,Murfreesboro,TN,9138,35.86768,-86.387729
8684,Lexington,SC,10637,34.014164,-81.160703
8685,Amarillo,TX,10733,35.189628,-101.883463
8686,Orange Beach,AL,9242,30.268197,-87.594794
8687,Melbourne,FL,9538,28.138978,-80.582523
8688,Panama City Beach,FL,9233,30.179599,-85.801543
8689,Lubbock,TX,10735,33.591709,-101.932685
8690,Red Oak,TX,9833,32.532196,-96.815338
8691,Corpus Christi,TX,9341,27.672451,-97.299176
8692,Humble,TX,9336,30.005576,-95.285256
8694,Mulberry,FL,9539,27.935304,-81.973489
8695,Cornelia,GA,10639,34.534669,-83.535759
8696,Gonzales,LA,9436,30.210535,-90.921806
8697,Lakeside,CO,10436,39.777015,-105.057875
8698,York,SC,10641,34.985511,-81.210251
8699,Franklin,KY,9134,36.696699,-86.570786
8700,Spring Hill,TN,9138,35.771033,-86.91812
8701,Jacksonville,FL,9533,30.247892,-81.753845
8702,Santa Rosa Beach,FL,9233,30.375043,-86.287615
8703,Lincolnton,NC,10239,35.488722,-81.245317
8704,South Boston,VA,10233,36.733671,-78.912134
8705,Penitas,TX,9339,26.242513,-98.440483
8706,Anderson,SC,10643,34.489435,-82.674183
8707,Niceville,FL,9233,30.515802,-86.46278
8708,Lebanon,TN,9131,36.194034,-86.293029
8709,Las Vegas,NM,10431,35.619307,-105.225867
8710,Albuquerque,NM,10435,35.111473,-106.604647
8711,Florence,KY,9141,38.981899,-84.651341
8712,Winchester,VA,10240,39.081125,-78.147281
8713,Memphis,TN,10143,35.172669,-89.868258
8714,San Antonio,TX,10737,29.4864,-98.6705
8715,Shallotte,NC,10235,33.980527,-78.374078
8716,Ardmore,OK,10439,34.194123,-97.143755
8717,Myrtle Beach,SC,10235,33.758758,-78.858043
8718,Laredo,TX,9342,27.610652,-99.466607
8719,Morganton,NC,10642,35.728584,-81.701523
8720,Fort Myers,FL,9535,26.527371,-81.865417
8721,San Antonio,TX,10740,29.468175,-98.359034
8722,Lucas,TX,9835,33.089474,-96.61935
8723,Lafayette,CO,10433,39.974057,-105.089463
8724,Raleigh,NC,10236,35.718508,-78.655476
8725,Albuquerque,NM,10435,35.072608,-106.585692
8726,Biloxi,MS,9435,30.394513,-88.992327
8728,Gainesville,FL,9532,29.712447,-82.355476
8729,Crowley,TX,9834,32.57594,-97.333998
8730,Newport,AR,10138,35.619231,-91.252475
8731,Fredericksburg,VA,10240,38.28554,-77.436076
8732,Thornton,CO,10433,39.956695,-104.985035
8733,Ahoskie,NC,10231,36.267026,-76.967679
8734,Asheboro,NC,10242,35.696133,-79.789306
8735,Hobbs,NM,10732,32.741123,-103.159271
8736,Pensacola,FL,9231,30.476999,-87.307333
8737,Florence,SC,10232,34.188854,-79.8251
8738,Concord,NC,10239,35.366292,-80.667227
8739,New Roads,LA,9434,30.685853,-91.465856
8740,Durham,NC,10236,35.949621,-78.926155
8741,Locust Grove,VA,10240,38.369903,-77.767881
8742,Perry,GA,10636,32.47018,-83.743143
8743,Madison Heights,VA,10233,37.462582,-79.118487
8745,Sachse,TX,9842,32.993177,-96.572103
8746,Thomasville,GA,10635,30.862269,-83.945353
8747,Broomfield,CO,10433,40.000808,-104.990441
8748,Summerville,SC,10243,32.968226,-80.204229
8749,Powhatan,VA,10240,37.510526,-77.77281
8750,Haslet,TX,9840,32.967402,-97.415328
8751,Royse City,TX,9831,32.96597,-96.341246
8752,Schertz,TX,10741,29.565381,-98.2583
8753,Ponchatoula,LA,9439,30.444978,-90.455987
8754,Little Rock,AR,10136,34.800803,-92.436235
8755,San Antonio,TX,10740,29.338025,-98.552847
8756,Oakland,TN,10143,35.229443,-89.523443
8757,Edinburg,TX,9339,26.274042,-98.151181
8758,Covington,LA,9439,30.443369,-90.081701
8759,East Point,GA,10631,33.680796,-84.417087
8760,Greenwell Springs,LA,9439,30.514757,-91.025571
8761,Ellenwood,GA,10631,33.634351,-84.293499
8762,Brighton,CO,10432,39.972734,-104.822618
8763,Norton,VA,9137,36.95692,-82.605578
8764,Mobile,AL,9243,30.682549,-88.123871
8765,Little Rock,AR,10136,34.754239,-92.413672
8767,Houston,TX,9336,29.714202,-95.315253
8769,Centennial,CO,10432,39.593044,-104.860901
8770,Goddard,KS,10137,37.662548,-97.553591
8771,Longmont,CO,10433,40.202521,-105.10298
8773,Universal City,TX,10741,29.554171,-98.309531
8774,Omaha,NE,9938,41.317852,-96.065352
8775,Kearns,UT,10441,40.639965,-112.023855
8776,Baton Rouge,LA,9434,30.541448,-91.190837
8777,North Las Vegas,NV,10441,36.261968,-115.189505
8779,Lake Worth,TX,9840,32.814826,-97.439505
8780,Pleasant Grove,UT,10441,40.368652,-111.764787
8781,Lincoln,NE,9938,40.846703,-96.604937
8782,North Las Vegas,NV,10441,36.239967,-115.170417
8783,Las Vegas,NV,10441,36.238701,-115.22619
8784,Riverton,UT,10441,40.506858,-111.976158
8785,Decatur,GA,10639,33.723674,-84.169298
8786,Lafayette,LA,9437,30.232129,-92.063129
8787,North Las Vegas,NV,10441,36.269379,-115.11755
8788,Fort Worth,TX,9834,32.784645,-97.380377
8789,Monument,CO,10432,39.065634,-104.848568
8791,King George,VA,10240,38.351038,-77.053209
8792,Rincon,GA,10633,32.272812,-81.225704
8793,Corpus Christi,TX,9341,27.675488,-97.364845
8794,Olathe,KS,10137,38.887679,-94.835549
8795,Joliet,IL,9931,41.52109,-88.14418
8796,Elizabeth,CO,10432,39.359827,-104.620255
8797,North Little Rock,AR,10136,34.77968,-92.267819
8798,Lockport,IL,9931,41.595081,-88.027058
8799,Shawnee,KS,10137,39.026706,-94.851217
8800,Saratoga Springs,UT,10441,40.391091,-111.916227
8801,Canton,GA,9235,34.257532,-84.461623
8802,Gainesville,GA,10632,34.293583,-83.847809
8803,Fort Worth,TX,9834,32.662434,-97.417263
8804,Plano,TX,9835,33.004472,-96.767046
8805,El Paso,TX,10736,31.797506,-106.230245
8806,Stafford,TX,9335,29.644382,-95.577206
8807,West Jordan,UT,10441,40.614505,-111.982589
8808,Baton Rouge,LA,9436,30.391683,-91.163024
8809,Jasper,GA,10632,34.473475,-84.462231
8811,Omaha,NE,9938,41.219031,-96.118735
8813,Lafayette,CO,10433,40.007732,-105.10363
8814,Winston-Salem,NC,10238,36.068067,-80.325664
8815,Cypress,TX,9334,29.909656,-95.725482
8816,Lebanon,IN,9935,40.072641,-86.474953
8817,Bourbonnais,IL,9931,41.191466,-87.848921
8819,Fort Worth,TX,9834,32.713644,-97.281473
8821,Elizabethtown,KY,9940,37.728959,-85.883715
8823,Fayetteville,NC,10234,35.003539,-78.900049
8824,Pharr,TX,9339,26.185712,-98.20583
8825,Commerce City,CO,10442,39.85652,-104.912016
8826,Aurora,CO,10442,39.675251,-104.87085
8827,Firestone,CO,10433,40.16004,-104.968608
8829,Savannah,GA,10633,31.982049,-81.175621
8830,Bennettsville,SC,10232,34.639188,-79.702272
8831,Fort Worth,TX,9834,32.762221,-97.167739
8832,Houston,TX,9336,29.667962,-95.46217
8833,San Marcos,TX,10741,29.881003,-97.91221
8834,Plano,TX,9835,33.057198,-96.769934
8835,Dallas,TX,9842,32.864462,-96.665273
8836,Lawton,OK,10439,34.608509,-98.422831
8837,Cameron,NC,10234,35.245978,-79.023772
8838,Mobile,AL,9243,30.59201,-88.168555
8839,Beaufort,SC,10243,32.406858,-80.635479
8841,Miami Gardens,FL,9540,25.950251,-80.245217
8842,Little Rock,AR,10136,34.670453,-92.37611
8843,High Ridge,MO,10141,38.462004,-90.525399
8844,Greeley,CO,10433,40.421706,-104.765804
8845,Romeoville,IL,9931,41.60655,-88.12245
8846,Albuquerque,NM,10431,35.211825,-106.655206
8847,Westminster,CO,10436,39.826972,-105.025508
8848,Sugar Land,TX,9335,29.615516,-95.643856
8850,San Antonio,TX,10740,29.549764,-98.408452
8851,Hueytown,AL,9238,33.457382,-86.965108
8852,Mobile,AL,9243,30.676477,-88.169185
8853,Tampa,FL,9537,27.996577,-82.502109
8854,Lake Zurich,IL,9943,42.180134,-88.08027
8856,Albuquerque,NM,10435,35.094177,-106.550389
8857,Baton Rouge,LA,9436,30.451577,-91.10333
8858,Tuscaloosa,AL,9433,33.186773,-87.525516
8859,Colorado Springs,CO,10432,38.93742,-104.755057
8861,Baton Rouge,LA,9436,30.393051,-91.038735
8862,Santa Fe,NM,10431,35.65279,-105.99728
8864,Florence,AL,9232,34.831821,-87.620649
8867,Midwest City,OK,10434,35.450188,-97.421891
8868,Alcoa,TN,9135,35.770421,-83.988797
8870,Naperville,IL,9931,41.680245,-88.203945
8871,Fort Walton Beach,FL,9233,30.450133,-86.63903
8873,Hopkins,SC,10640,33.945146,-80.873752
8874,Denham Springs,LA,9439,30.471648,-90.956024
8875,Callaway,FL,9234,30.152567,-85.590614
8876,Ft Myers Beach,FL,9535,26.492322,-81.942861
8877,Ocala,FL,9531,29.093017,-82.244045
8878,Vero Beach,FL,9538,27.63817,-80.440033
8880,Alamogordo,NM,10738,32.888533,-105.959781
8881,Grapevine,TX,9836,32.893807,-97.100388
8886,Irmo,SC,10638,34.09549,-81.157913
8887,Arlington,TX,9836,32.708095,-97.116913
8891,El Paso,TX,10736,31.698946,-106.241722
7740,Bryan,TX,9332,30.6593,-96.331112
7751,Okeechobee,FL,9534,27.222991,-80.829471
7752,Myrtle Beach,SC,10235,33.785346,-78.769944
7753,Brunswick,GA,10633,31.214705,-81.484981
7754,Bossier City,LA,9438,32.548292,-93.708832
7755,Amory,MS,9232,33.967241,-88.457715
7756,Canton,TX,9831,32.545109,-95.857229
7757,El Paso,TX,10736,31.756849,-106.272562
7758,Hammond,LA,9439,30.503448,-90.493571
7759,Muscle Shoals,AL,9232,34.745368,-87.673543
7760,Dyersburg,TN,9139,36.063441,-89.395179
7761,Huntsville,AL,9237,34.616822,-86.568878
7763,Madison,AL,9237,34.681784,-86.740301
7774,Live Oak,FL,9532,30.323827,-82.966513
8863,Garland,TX,9842,32.96456,-96.64261
8883,Miami,FL,9541,25.605338,-80.351562
8884,Denver,CO,10442,39.799356,-104.883485
8889,Hurst,TX,9836,32.868019,-97.171714
8890,Prosper,TX,9837,33.219292,-96.769135
8892,Surfside Beach,SC,10235,33.635091,-78.956583
8894,Longview,TX,9841,32.542789,-94.739057
8909,Albuquerque,NM,10431,35.074989,-106.723015
8913,Lubbock,TX,10735,33.577457,-101.842773
8916,Irving,TX,9836,32.88036,-96.991051
8929,Dallas,TX,9836,32.836152,-96.830857
7764,Murray,KY,9143,36.626315,-88.315374
7768,Chipley,FL,9234,30.752954,-85.549735
7772,Jacksonville,TX,9832,31.951207,-95.264315
7777,Boutte,LA,9432,29.906127,-90.370474
7779,Dothan,AL,9241,31.17771,-85.402727
7781,Waynesboro,MS,9440,31.68805,-88.631724
7782,Republic,MO,10139,37.127677,-93.461103
8902,Columbia,SC,10641,34.149321,-80.911034
8914,Shelby,NC,10239,35.271702,-81.496597
8917,Dallas,TX,9838,32.862816,-96.892953
7769,Magee,MS,9440,31.868115,-89.745088
7770,Hartselle,AL,9237,34.454338,-86.947588
7771,Murphy,NC,9235,35.110062,-84.006274
7773,Cleburne,TX,9834,32.339135,-97.412747
7775,Cedar Rapids,IA,9945,41.948058,-91.716755
7776,Altoona,IA,9938,41.644749,-93.503732
7778,St. Joseph,MO,10137,39.737647,-94.801789
7780,Gulf Breeze,FL,9231,30.389475,-87.065259
8893,Weatherford,TX,9843,32.75849,-97.778802
8911,Rio Rancho,NM,10431,35.2411,-106.657494
7765,San Antonio,TX,10740,29.59019,-98.355976
7783,Bartlett,TN,10143,35.227189,-89.847107
7784,Mexia,TX,9834,31.6853,-96.454954
8906,Denver,CO,10442,39.825787,-104.772346
8915,Mesquite,TX,9838,32.793266,-96.612717
8933,Lubbock,TX,10735,33.562492,-101.942574
7767,Jackson,MS,9440,32.29015,-90.267417
8895,Lexington,SC,10637,33.987222,-81.245603
8897,Denver,CO,10442,39.784097,-104.773753
8926,Denton,TX,9837,33.213375,-97.091217
8910,Albuquerque,NM,10431,35.188575,-106.614545
8903,Lexington,SC,10637,33.974247,-81.156855
8922,Littleton,CO,10436,39.613201,-104.988037
8882,North Miami Beach,FL,9540,25.926957,-80.180764
7785,Tallahassee,FL,9234,30.427483,-84.216104
7789,Quincy,FL,9234,30.557872,-84.593587
7791,Dayton,TN,9135,35.45893,-85.046483
7795,Arab,AL,9237,34.342815,-86.502562
7797,Hartwell,GA,10643,34.351484,-82.905554
7800,Lexington,TN,9131,35.656324,-88.410609
7805,Sumter,SC,10243,33.957901,-80.389747
7803,Shelbyville,TN,9138,35.513167,-86.45485
2001,Dunellen,NJ,12139,40.59018,-74.4687
2002,Piscataway,NJ,12137,40.56896,-74.45855
2005,Belvidere,NJ,12131,40.83702,-75.02585
2007,Kingston,NY,12236,41.94182,-74.02702
2008,Parsippany,NJ,12235,40.85957,-74.42879
2009,Raritan,NJ,12244,40.56675,-74.63943
2012,Bedminster,NJ,12131,40.68091,-74.65223
2013,Kingston,NY,12236,41.9405,-74.02674
2016,Bayonne,NJ,12241,40.65983,-74.10995
2017,Hopatcong,NJ,12133,40.922,-74.66613
2021,Bloomingdale,NJ,12234,41.0079,-74.34172
2022,Trenton,NJ,12135,40.21184,-74.72454
2023,Clark,NJ,12144,40.62228,-74.30489
2024,Morris Plains,NJ,12235,40.82394,-74.49178
2026,Totowa,NJ,12233,40.91052,-74.20568
2028,Little Falls,NJ,12233,40.87878,-74.22439
2030,Union,NJ,12137,40.69823,-74.26977
2031,Wanaque,NJ,12234,41.06018,-74.2872
2034,Emerson,NJ,12240,40.98132,-74.02692
2035,Hillsborough,NJ,12244,40.52013,-74.62925
2038,Middletown,NY,12236,41.4428,-74.37682
2039,Passaic,NJ,12233,40.84593,-74.13036
2041,South Plainfield,NJ,12139,40.58615,-74.42173
2043,Sussex,NJ,12132,41.19343,-74.5888
2045,Union,NJ,12137,40.69071,-74.25268
2050,Madison,NJ,12137,40.75208,-74.40705
2051,Perth Amboy,NJ,12144,40.53086,-74.28001
2053,Saddle Brook,NJ,12240,40.91814,-74.11348
2055,Rahway,NJ,12144,40.5963,-74.2695
2057,Pompton Plains,NJ,12235,40.96863,-74.29646
2062,South Plainfield,NJ,12139,40.55542,-74.41428
2063,West Amwell,NJ,12135,40.39568,-74.84512
2064,Hackettstown,NJ,12133,40.85506,-74.83513
2065,Neptune,NJ,12242,40.20995,-74.08815
2067,Goshen,NY,12234,41.39384,-74.33134
2068,Newton,NJ,12132,41.06715,-74.74537
2069,Pohatcong,NJ,12131,40.67237,-75.15735
2070,Newton,NJ,12132,41.04724,-74.74728
2074,Whippany,NJ,12235,40.82035,-74.4157
2075,Hazlet,NJ,12142,40.43279,-74.1804
2076,Bound Brook,NJ,12244,40.56811,-74.54856
2077,Franklin,NJ,12132,41.11348,-74.58015
2078,Fanwood,NJ,12137,40.64628,-74.37562
2079,Matawan,NJ,12142,40.4294,-74.24959
2080,Harrison,NJ,12241,40.74377,-74.15788
2081,Middletown,NJ,12142,40.4115,-74.13599
2082,Woodbridge,NJ,12144,40.55466,-74.27892
2084,North Bergen,NJ,12240,40.80891,-74.00463
2085,Bridgewater,NJ,12244,40.57086,-74.58746
2087,Bogota,NJ,12240,40.87089,-74.03466
2090,Rahway,NJ,12144,40.60719,-74.2607
2091,Bloomfield,NJ,12233,40.80526,-74.19448
2092,Kearny,NJ,12241,40.75903,-74.15373
2093,Bayonne,NJ,12241,40.67528,-74.11048
2094,West New York,NJ,12240,40.78426,-74.02454
2096,Englishtown,NJ,12138,40.30253,-74.35742
2097,Sparta,NJ,12132,41.03447,-74.66632
2098,Middletown,NY,12236,41.42213,-74.42926
2099,Rockaway,NJ,12133,40.90053,-74.51549
2100,Jefferson,NJ,12132,40.96694,-74.59753
2101,Ramsey,NJ,12234,41.04412,-74.1149
2102,Manchester,NJ,12242,40.02391,-74.27177
2103,Monroe,NY,12234,41.31563,-74.16891
2105,Piscataway,NJ,12139,40.53744,-74.50059
2106,Manville,NJ,12244,40.54607,-74.58949
2107,Lawrenceville,NJ,12135,40.24638,-74.74524
2108,Independence,NJ,12133,40.87194,-74.82382
2109,Florida,NY,12234,41.33875,-74.35907
2110,Wayne,NJ,12235,40.98622,-74.27874
2111,North Bergen,NJ,12240,40.79772,-74.01232
2113,Pt. Pleasant,NJ,12242,40.08314,-74.07428
2115,New Windsor,NY,12236,41.47825,-74.04279
2117,Parlin,NJ,12144,40.4512,-74.31607
2118,Lafayette,NJ,12132,41.08938,-74.67961
2119,Sayreville,NJ,12144,40.47612,-74.32102
2120,Wall Township,NJ,12242,40.17638,-74.06456
2123,Highlands,NJ,12142,40.40541,-74.00323
2124,Bayonne,NJ,12241,40.6841,-74.09982
2125,Lake Katrine,NY,12236,41.98027,-73.98837
2126,Walkill,NY,12236,41.46693,-74.35475
2127,Dayton,NJ,12139,40.3574,-74.49408
2128,Clifton,NJ,12233,40.88561,-74.18002
2129,Somerville,NJ,12131,40.60628,-74.69982
2130,Middlesex,NJ,12244,40.57125,-74.51149
2131,Newburgh,NY,12236,41.54826,-74.00545
2134,Saugerties,NY,12236,42.04843,-73.95794
2135,Bayville,NJ,12242,39.89242,-74.16105
2136,Jackson,NJ,12138,40.11282,-74.35244
2137,Lodi,NJ,12240,40.87919,-74.07868
2138,Kingston,NY,12236,41.9437,-73.99806
2139,Washington,NJ,12131,40.75453,-74.99788
2140,Bordentown,NJ,12135,40.12683,-74.73833
2141,Village of Lake Grove,NY,12239,40.85827,-73.10713
2142,North Brunswick,NJ,12139,40.46806,-74.4802
2143,Carlstadt,NJ,12241,40.82863,-74.0553
2144,South Bound Brook,NJ,12244,40.55597,-74.52554
2145,Farmingdale,NJ,12138,40.22488,-74.17036
2146,Whippany,NJ,12235,40.82945,-74.43406
2147,Morganville,NJ,12142,40.38484,-74.24143
2148,Wayne,NJ,12233,40.94508,-74.20337
2150,Beachwood,NJ,12242,39.93732,-74.1856
2151,Howell,NJ,12138,40.14938,-74.22532
2152,Lakewood,NJ,12242,40.07609,-74.18353
2153,Eatontown,NJ,12142,40.27907,-74.04583
2154,Jackson,NJ,12138,40.12671,-74.25436
2155,Toms River,NJ,12242,39.95044,-74.12371
2156,Mt Arlington,NJ,12133,40.89918,-74.63443
2157,Fairfield,NJ,12233,40.88837,-74.27292
2158,Brentwood,NY,12239,40.807,-73.24665
2159,Butler,NJ,12234,40.9912,-74.34378
2160,Brick,NJ,12242,40.0616,-74.13774
2161,Jamesburg,NJ,12138,40.34746,-74.43932
2162,Butler,NJ,12234,40.99815,-74.35493
2163,North Brunswick,NJ,12139,40.45698,-74.47953
2164,Bethpage,NY,12239,40.72573,-73.48933
2165,Cedar Knolls,NJ,12235,40.80803,-74.46221
2166,Monroe,NJ,12138,40.26844,-74.47207
2167,Wayne,NJ,12235,40.93076,-74.26784
2168,Hackensack,NJ,12240,40.89976,-74.03566
2169,Copiague,NY,12239,40.68941,-73.40599
2170,Frankford,NJ,12132,41.12053,-74.71382
2171,Raritan,NJ,12244,40.57459,-74.62967
2172,North Plainfield,NJ,12137,40.62131,-74.44727
2173,Robbinsville,NJ,12135,40.19376,-74.59511
2174,Cranford,NJ,12137,40.65802,-74.28826
2175,Avenel,NJ,12144,40.58021,-74.28549
2176,Shrewsbury,NJ,12142,40.33134,-74.0731
2178,Manalapan,NJ,12138,40.20974,-74.3531
2179,Mahwah,NJ,12234,41.0901,-74.15468
2180,Eatontown,NJ,12142,40.29233,-74.05276
2181,Commack,NY,12239,40.84283,-73.30027
2182,Bohemia,NY,12239,40.78611,-73.12051
2183,Byram,NJ,12133,40.92496,-74.71763
7790,Broken Arrow,OK,10440,35.99109,-95.797879
7801,Griffin,GA,10636,33.273046,-84.293893
7804,Columbia,MS,9435,31.241882,-89.813326
7811,El Paso,TX,10738,31.751961,-106.342562
7798,Savannah,GA,10633,31.998301,-81.257301
7799,Hope Mills,NC,10234,34.9818,-78.964203
7802,Kilgore,TX,9841,32.39347,-94.8637
7806,Alvin,TX,9331,29.423731,-95.230133
8949,Midland,TX,10732,32.002243,-102.119705
8920,Mesquite,TX,9838,32.811131,-96.633698
8923,Aurora,CO,10442,39.637861,-104.737067
2149,NULL,NULL,NULL,NULL,NULL
7796,Gardendale,AL,9238,33.648452,-86.824544
7810,Port Arthur,TX,9333,29.94413,-93.99279
8924,Columbia,SC,10640,34.03101,-81.087303
8963,Albuquerque,NM,10435,35.13033,-106.53281
2056,Piscataway,NJ,12137,40.57992,-74.44071
7788,Houston,TX,9334,29.996495,-95.483806
7793,Del Rio,TX,10737,29.39658,-100.90418
8905,Lexington,SC,10637,33.994164,-81.225136
8954,El Paso,TX,10736,31.726652,-106.268364
7787,Galveston,TX,9331,29.26317,-94.833588
7792,Houston,TX,9334,29.87738,-95.650018
7794,Opelika,AL,9240,32.635639,-85.422333
8953,Eagle Pass,TX,10737,28.719506,-100.476027
2185,Somerset,NJ,12139,40.53752,-74.51205
2054,Roxbury,NJ,12133,40.88626,-74.69631
8956,Tyler,TX,9832,32.34636,-95.294613
8986,Arlington,TX,9843,32.660072,-97.133995
2177,Hamilton,NJ,12135,40.25249,-74.70267
8946,Brighton,CO,10442,39.987392,-104.753923
8941,Baton Rouge,LA,9436,30.432131,-91.080238
8945,Thornton,CO,10436,39.885536,-104.941017
7762,West Orange,TX,9333,30.093171,-93.765993
7808,Starkville,MS,9433,33.443149,-88.850672
7809,Abbeville,LA,9437,29.970716,-92.095148
8958,Arden,NC,10642,35.454071,-82.522926
2046,Hackettstown,NJ,12133,40.84653,-74.82454
8957,Panama City,FL,9233,30.19008,-85.6629
8973,Aurora,CO,10442,39.601933,-104.716805
7807,Rowlett,TX,9842,32.908403,-96.578314
7813,Huntsville,AL,9237,34.763393,-86.593399
7814,Roanoke,AL,9239,33.16415,-85.36621
7816,Trion,GA,9235,34.521134,-85.314202
2186,Whitehouse Station,NJ,12131,40.61,-74.71627
8898,Parker,CO,10432,39.543396,-104.771873
8912,West Columbia,SC,10637,33.979967,-81.112178
8965,Lewisville,TX,9837,33.043396,-96.97583
8967,Cocoa,FL,9538,28.38788,-80.754616
8982,West Columbia,SC,10640,34.005445,-81.119874
8869,Prosper,TX,9837,33.227043,-96.794975
8985,Lubbock,TX,10735,33.519226,-101.921867
8936,Denver,CO,10432,39.678265,-104.930794
8947,Lakewood,CO,10436,39.739727,-105.110626
8888,Frisco,TX,9837,33.15213,-96.767082
8937,Aurora,CO,10442,39.739799,-104.814453
8962,Dallas,TX,9838,32.910007,-96.701035
8988,Lufkin,TX,9832,31.334515,-94.719857
8970,Dallas,TX,9837,32.983749,-96.803833
8930,Garland,TX,9838,32.959351,-96.665154
8978,Hurst,TX,9836,32.854404,-97.186928
7812,Dalton,GA,9235,34.791464,-84.997236
7815,Milledgeville,GA,10634,33.116705,-83.262348
8935,Columbia,SC,10640,34.036163,-81.003204
8942,Opa-locka,FL,9540,25.898819,-80.244118
8943,Columbia,SC,10640,33.980183,-80.961479
7824,Magnolia,AR,10135,33.276439,-93.214141
7826,Alice,TX,9341,27.768389,-98.041195
7820,Foley,AL,9242,30.382959,-87.683792
7829,Monett,MO,10139,36.91345,-93.904049
7833,Plainview,TX,10735,34.1947,-101.750961
2190,Denville,NJ,12133,40.87278,-74.52117
2194,Hampton,NJ,12131,40.634,-74.97106
2189,Ridgefield,NJ,12241,40.84475,-74.01049
2197,Totowa,NJ,12233,40.896269,-74.23614
2192,East Hanover,NJ,12235,40.80662,-74.37569
2198,Belleville,NJ,12241,40.787579,-74.15017
2195,Nanuet,NY,12234,41.10203,-74.02572
8951,North Lauderdale,FL,9534,26.19486,-80.203262
8984,Colorado Springs,CO,10432,38.892311,-104.752663
8636,Harlingen,TX,9338,26.165989,-97.677673
8983,Odessa,TX,10732,31.919079,-102.291214
8998,El Paso,TX,10736,31.688221,-106.263214
7838,Levelland,TX,10735,33.594446,-102.36243
8638,Jasper,AL,9237,33.843936,-87.251549
7828,Pearl,MS,9440,32.284275,-90.045944
7830,Potosi,MO,10141,37.924802,-90.773918
7819,Talladega,AL,9239,33.439887,-86.081775
7821,Shreveport,LA,9438,32.387283,-93.817115
8537,Columbia,SC,10640,34.041857,-81.096495
7834,Nixa,MO,10139,37.06074,-93.302394
7836,Sparta,TN,9135,35.930095,-85.487089
7835,Pocahontas,AR,10138,36.250704,-90.963265
7837,Pine Bluff,AR,10135,34.172526,-92.005976
8997,Lubbock,TX,10735,33.562984,-101.887367
8939,Arlington,TX,9836,32.675976,-97.093002
7817,Semmes,AL,9243,30.763026,-88.227378
8855,Littleton,CO,10436,39.599773,-105.109421
7822,Sallisaw,OK,10440,35.448976,-94.802189
7831,Port Arthur,TX,9333,29.938688,-93.938356
7842,Jackson,TN,9139,35.55176,-88.80884
8990,Mesquite,TX,9838,32.768349,-96.623459
7825,Lumberton,TX,9333,30.25626,-94.21571
8928,Laredo,TX,9342,27.613129,-99.522079
7840,Corsicana,TX,9833,32.067596,-96.508089
7786,Hialeah Gardens,FL,9541,25.85742,-80.323391
7818,Birmingham,AL,9239,33.588172,-86.701365
7832,Seagoville,TX,9831,32.648249,-96.535744
7841,Tyler,TX,9831,32.352549,-95.344487
8637,Longview,TX,9841,32.499477,-94.751381
8961,Bedford,TX,9836,32.852345,-97.109108
8976,Homestead,FL,9541,25.47813,-80.443687
8993,El Paso,TX,10738,31.876856,-106.423431
7839,Hope,AR,10135,33.68231,-93.613091
7844,West Branch,MI,9932,44.253486,-84.226052
8925,Cross Roads,TX,9837,33.223537,-96.977112
8604,El Paso,TX,10738,31.883491,-106.576454
8600,Lubbock,TX,10735,33.519756,-101.870392
7823,Waveland,MS,9435,30.304519,-89.384388
8639,Mansfield,TX,9843,32.599415,-97.146477
8640,Odessa,TX,10732,31.868502,-102.380936
8959,Sunrise,FL,9534,26.16954,-80.28688
8992,Fort Worth,TX,9843,32.721569,-97.44178
8643,West Columbia,SC,10637,33.949966,-81.099648
8999,Medley,FL,9541,25.87875,-80.357506
7827,Hereford,TX,10733,34.838534,-102.405878
7853,Rockwood,TN,9135,35.881059,-84.660683
7850,Baxley,GA,10635,31.78451,-82.365128
8592,Columbia,SC,10640,33.976093,-81.025063
7861,Houma,LA,9432,29.582165,-90.693588
8620,Panama City,FL,9233,30.174982,-85.684219
7846,Belvidere,IL,9943,42.239145,-88.819153
7851,Glasgow,KY,9142,37.020798,-85.937782
7858,Wichita Falls,TX,9840,33.95211,-98.528122
8610,Fort Worth,TX,9843,32.647724,-97.396431
8624,Fort Worth,TX,9843,32.665352,-97.345909
7852,Monticello,AR,10135,33.636002,-91.801933
7854,Siloam Springs,AR,10131,36.181534,-94.51281
7848,Shelbyville,KY,9141,38.208515,-85.264102
